"tick","Id","View","Subs","Unsubs","EventIds","RetrieveBufElems","Crashed","Subscribed"
9.0,9,"[0, 2, 3, 4, 6, 8]","[0, 1, 2, 3, 4, 5, 6, 7, 8]","[]","[8:6:2, 6:6:0, 5:6:1, 0:7:1, 1:7:2, 2:7:0, 3:8:2, 0:8:0, 7:9:2, 4:9:0]","[6:1:0, 0:1:1, 0:1:1, 2:2:1, 2:2:1, 2:2:1, 2:2:1, 6:2:2, 6:3:1, 7:3:2, 5:4:1, 1:4:2, 1:4:2, 4:5:1, 1:4:2, 4:5:1, 8:5:2, 1:4:2, 0:5:0, 4:5:1, 8:5:2, 4:5:1]","true","true"
10.0,0,"[1, 3, 4, 6, 7, 9]","[1, 2, 3, 4, 5, 6, 7, 8, 9]","[]","[6:6:0, 8:6:2, 5:6:1, 0:7:1, 2:7:0, 1:7:2, 7:9:2, 3:8:2, 0:8:0, 4:9:0]","[9:1:2, 9:1:2, 9:1:2, 6:2:0, 6:2:0, 6:2:2, 6:2:2, 6:2:2, 2:2:1, 6:2:2, 7:3:2, 5:4:1, 1:4:0, 4:5:1]","false","true"
10.0,2,"[0, 1, 4, 7, 8, 9]","[0, 1, 3, 4, 5, 6, 7, 8, 9]","[]","[5:6:1, 2:7:0, 1:7:2, 3:8:2, 0:8:0, 4:9:0, 7:9:2, 2:10:1, 7:10:0, 7:10:2]","[6:2:0, 6:2:2, 9:1:2, 6:2:2, 5:4:1, 1:4:2, 1:4:2, 4:5:1, 1:4:2, 4:5:1, 1:4:2, 4:5:1, 8:5:2, 0:7:1, 6:6:0, 0:7:1]","false","true"
10.0,8,"[2, 3, 4, 5, 7, 9]","[0, 1, 2, 3, 4, 5, 6, 7, 9]","[]","[8:6:2, 5:6:1, 0:7:1, 2:7:0, 1:7:2, 3:8:2, 0:8:0, 4:9:0, 7:9:2, 2:10:1]","[6:2:2, 9:1:2, 6:2:0, 6:2:2, 6:2:0, 6:2:2, 6:2:2, 6:2:0, 6:2:2, 9:1:2, 6:3:1, 6:2:2, 6:3:1, 7:3:2, 5:4:1]","false","true"
10.0,1,"[0, 2, 5, 6, 7, 9]","[0, 2, 3, 4, 5, 6, 7, 8, 9]","[]","[8:6:2, 0:7:1, 5:6:1, 2:7:0, 1:7:2, 3:8:2, 0:8:0, 4:9:0, 7:9:2, 2:10:1]","[0:1:1, 9:1:2, 6:2:0, 2:2:1, 2:2:1, 2:2:1, 4:5:1, 6:6:0]","false","true"
10.0,4,"[0, 2, 3, 5, 7, 9]","[0, 1, 2, 3, 5, 6, 7, 8, 9]","[]","[2:7:0, 0:7:1, 1:7:2, 3:8:2, 0:8:0, 4:9:0, 7:9:2, 2:10:1, 7:10:0, 7:10:2]","[9:1:2, 2:2:1, 6:2:0, 5:4:1, 1:4:0, 5:4:1, 1:4:2, 1:4:2, 4:5:1, 6:6:0, 5:6:1, 6:6:0]","false","true"
10.0,3,"[2, 4, 5, 6, 8, 9]","[0, 1, 2, 4, 5, 6, 7, 8, 9]","[]","[5:6:1, 6:6:0, 1:7:2, 0:7:1, 2:7:0, 3:8:2, 0:8:0, 4:9:0, 7:9:2, 2:10:1]","[4:5:1, 8:5:2, 6:3:1, 1:4:0, 0:5:0, 4:5:1, 8:6:2]","false","true"
10.0,5,"[1, 2, 3, 4, 7, 8]","[0, 1, 2, 3, 4, 6, 7, 8, 9]","[]","[2:7:0, 0:7:1, 1:7:2, 3:8:2, 0:8:0, 7:9:2, 4:9:0, 2:10:1, 7:10:0, 7:10:2]","[6:1:0, 9:1:2, 9:1:2, 9:1:2, 9:1:2, 9:1:2, 2:2:1, 6:2:0, 2:2:1, 9:1:2, 2:2:1, 6:3:1, 1:4:0, 1:4:2, 1:4:2, 1:4:2, 1:4:2, 1:4:2, 8:5:2, 1:4:2, 8:5:2, 5:6:1, 6:6:0]","false","true"
10.0,6,"[1, 2, 3, 4, 5, 7]","[0, 1, 2, 3, 4, 5, 7, 8, 9]","[]","[1:4:2, 0:5:0, 4:5:1, 8:5:2, 5:6:1, 6:6:0, 8:6:2, 0:7:1, 2:7:0, 1:7:2]","[2:2:1, 5:4:1]","false","true"
10.0,7,"[0, 2, 4, 5, 6, 9]","[0, 1, 2, 3, 4, 5, 6, 8, 9]","[]","[5:6:1, 8:6:2, 0:7:1, 2:7:0, 1:7:2, 3:8:2, 0:8:0, 4:9:0, 7:9:2, 2:10:1]","[0:1:1, 2:2:1, 2:2:1, 9:1:2, 2:2:1, 2:2:1, 6:2:0, 2:2:1, 6:2:0, 2:2:1, 9:1:2, 0:3:0, 1:4:0, 1:4:2, 4:5:1, 8:5:2, 6:6:0]","false","true"
10.0,9,"[0, 2, 3, 4, 6, 8]","[0, 1, 2, 3, 4, 5, 6, 7, 8]","[]","[8:6:2, 6:6:0, 5:6:1, 0:7:1, 1:7:2, 2:7:0, 3:8:2, 0:8:0, 7:9:2, 4:9:0]","[6:1:0, 0:1:1, 0:1:1, 2:2:1, 2:2:1, 2:2:1, 2:2:1, 6:2:2, 6:3:1, 7:3:2, 5:4:1, 1:4:2, 1:4:2, 4:5:1, 1:4:2, 4:5:1, 8:5:2, 1:4:2, 0:5:0, 4:5:1, 8:5:2, 4:5:1]","true","true"
11.0,0,"[1, 3, 4, 7, 8, 9]","[1, 2, 3, 4, 5, 6, 7, 8, 9]","[]","[7:9:2, 3:8:2, 0:8:0, 4:9:0, 5:11:0, 6:8:1, 6:11:1, 2:10:1, 7:10:0, 7:10:2]","[9:1:2, 9:1:2, 9:1:2, 6:2:0, 6:2:0, 6:2:2, 6:2:2, 6:2:2, 2:2:1, 6:2:2, 7:3:2, 5:4:1, 1:4:0, 4:5:1, 2:10:1, 7:10:0, 7:10:2, 5:6:1, 1:7:2]","false","true"
11.0,2,"[0, 1, 4, 5, 6, 7]","[0, 1, 3, 4, 5, 6, 7, 8, 9]","[]","[0:8:0, 4:9:0, 7:9:2, 2:10:1, 7:10:0, 7:10:2, 6:8:1, 6:11:1, 1:11:2, 5:11:0]","[6:2:0, 6:2:2, 9:1:2, 6:2:2, 5:4:1, 1:4:2, 1:4:2, 4:5:1, 1:4:2, 4:5:1, 1:4:2, 4:5:1, 8:5:2, 0:7:1, 6:6:0, 0:7:1]","false","true"
11.0,8,"[0, 1, 2, 3, 4, 7]","[0, 1, 2, 3, 4, 5, 6, 7, 9]","[]","[0:8:0, 4:9:0, 7:9:2, 2:10:1, 6:8:1, 6:11:1, 7:10:0, 7:10:2, 1:11:2, 5:11:0]","[6:2:2, 9:1:2, 6:2:0, 6:2:2, 6:2:0, 6:2:2, 6:2:2, 6:2:0, 6:2:2, 9:1:2, 6:3:1, 6:2:2, 6:3:1, 7:3:2, 5:4:1, 5:6:1, 3:8:2]","false","true"
11.0,1,"[0, 4, 5, 6, 7, 8]","[0, 2, 3, 4, 5, 6, 7, 8, 9]","[]","[3:8:2, 0:8:0, 4:9:0, 7:9:2, 2:10:1, 5:11:0, 6:8:1, 6:11:1, 7:10:0, 7:10:2]","[0:1:1, 9:1:2, 6:2:0, 2:2:1, 2:2:1, 2:2:1, 4:5:1, 6:6:0, 7:10:0, 7:10:2, 5:6:1]","false","true"
11.0,4,"[0, 1, 2, 6, 8, 9]","[0, 1, 2, 3, 5, 6, 7, 8, 9]","[]","[3:8:2, 0:8:0, 4:9:0, 7:9:2, 2:10:1, 7:10:0, 7:10:2, 6:8:1, 6:11:1, 5:11:0]","[9:1:2, 2:2:1, 6:2:0, 5:4:1, 1:4:0, 5:4:1, 1:4:2, 1:4:2, 4:5:1, 6:6:0, 5:6:1, 6:6:0, 1:4:2, 0:5:0, 4:5:1, 8:5:2, 5:6:1, 6:6:0, 8:6:2, 0:7:1, 2:7:0, 1:7:2, 1:7:2]","false","true"
11.0,3,"[0, 4, 5, 6, 7, 9]","[0, 1, 2, 4, 5, 6, 7, 8, 9]","[]","[1:7:2, 0:7:1, 2:7:0, 3:8:2, 0:8:0, 4:9:0, 7:9:2, 2:10:1, 6:8:1, 6:11:1]","[4:5:1, 8:5:2, 6:3:1, 1:4:0, 0:5:0, 4:5:1, 8:6:2, 1:4:2, 0:5:0, 4:5:1, 8:5:2, 8:6:2]","false","true"
11.0,5,"[2, 4, 6, 7, 8, 9]","[0, 1, 2, 3, 4, 6, 7, 8, 9]","[]","[3:8:2, 0:8:0, 7:9:2, 4:9:0, 2:10:1, 7:10:0, 7:10:2, 6:8:1, 6:11:1, 5:11:0]","[6:1:0, 9:1:2, 9:1:2, 9:1:2, 9:1:2, 9:1:2, 2:2:1, 6:2:0, 2:2:1, 9:1:2, 2:2:1, 6:3:1, 1:4:0, 1:4:2, 1:4:2, 1:4:2, 1:4:2, 1:4:2, 8:5:2, 1:4:2, 8:5:2, 5:6:1, 6:6:0, 1:4:2, 0:5:0, 4:5:1, 8:5:2, 5:6:1, 6:6:0, 8:6:2, 0:7:1, 2:7:0, 1:7:2, 0:7:1, 2:7:0]","false","true"
11.0,6,"[1, 2, 4, 5, 7, 8]","[0, 1, 2, 3, 4, 5, 7, 8, 9]","[]","[6:6:0, 8:6:2, 0:7:1, 2:7:0, 1:7:2, 7:10:0, 7:10:2, 6:8:1, 6:11:1, 5:11:0]","[2:2:1, 5:4:1, 3:8:2, 0:8:0, 4:9:0, 7:9:2, 2:10:1, 3:8:2, 0:8:0, 4:9:0, 7:9:2, 2:10:1]","false","true"
11.0,7,"[0, 1, 3, 4, 6, 9]","[0, 1, 2, 3, 4, 5, 6, 8, 9]","[]","[0:8:0, 4:9:0, 7:9:2, 2:10:1, 6:8:1, 6:11:1, 7:10:0, 7:10:2, 5:11:0, 1:11:2]","[0:1:1, 2:2:1, 2:2:1, 9:1:2, 2:2:1, 2:2:1, 6:2:0, 2:2:1, 6:2:0, 2:2:1, 9:1:2, 0:3:0, 1:4:0, 1:4:2, 4:5:1, 8:5:2, 6:6:0, 1:4:2, 0:5:0, 4:5:1, 8:5:2, 6:6:0, 5:6:1, 1:7:2, 0:7:1, 2:7:0, 3:8:2]","false","true"
11.0,9,"[0, 2, 3, 4, 6, 8]","[0, 1, 2, 3, 4, 5, 6, 7, 8]","[]","[8:6:2, 6:6:0, 5:6:1, 0:7:1, 1:7:2, 2:7:0, 3:8:2, 0:8:0, 7:9:2, 4:9:0]","[6:1:0, 0:1:1, 0:1:1, 2:2:1, 2:2:1, 2:2:1, 2:2:1, 6:2:2, 6:3:1, 7:3:2, 5:4:1, 1:4:2, 1:4:2, 4:5:1, 1:4:2, 4:5:1, 8:5:2, 1:4:2, 0:5:0, 4:5:1, 8:5:2, 4:5:1]","false","true"
12.0,0,"[2, 4, 5, 6, 7, 9]","[1, 2, 3, 4, 5, 6, 7, 8, 9]","[]","[6:8:1, 6:11:1, 2:10:1, 7:10:0, 7:10:2, 1:11:2, 2:12:1, 4:12:0, 3:8:2, 9:9:1]","[9:1:2, 9:1:2, 9:1:2, 6:2:0, 6:2:0, 6:2:2, 6:2:2, 6:2:2, 2:2:1, 6:2:2, 7:3:2, 5:4:1, 1:4:0, 4:5:1, 2:10:1, 7:10:0, 7:10:2, 5:6:1, 1:7:2, 1:7:2]","false","true"
12.0,2,"[3, 5, 6, 7, 8, 9]","[0, 1, 3, 4, 5, 6, 7, 8, 9]","[]","[7:10:0, 7:10:2, 6:8:1, 6:11:1, 1:11:2, 5:11:0, 1:12:2, 3:8:2, 9:9:1, 2:12:1]","[6:2:0, 6:2:2, 9:1:2, 6:2:2, 5:4:1, 1:4:2, 1:4:2, 4:5:1, 1:4:2, 4:5:1, 1:4:2, 4:5:1, 8:5:2, 0:7:1, 6:6:0, 0:7:1]","false","true"
12.0,8,"[0, 1, 3, 4, 5, 7]","[0, 1, 2, 3, 4, 5, 6, 7, 9]","[]","[6:8:1, 6:11:1, 7:10:0, 7:10:2, 1:11:2, 5:11:0, 1:12:2, 3:8:2, 9:9:1, 2:12:1]","[6:2:2, 9:1:2, 6:2:0, 6:2:2, 6:2:0, 6:2:2, 6:2:2, 6:2:0, 6:2:2, 9:1:2, 6:3:1, 6:2:2, 6:3:1, 7:3:2, 5:4:1, 5:6:1, 3:8:2, 3:8:2, 3:8:2]","false","true"
12.0,1,"[0, 2, 3, 4, 5, 6]","[0, 2, 3, 4, 5, 6, 7, 8, 9]","[]","[5:11:0, 6:8:1, 6:11:1, 7:10:0, 7:10:2, 1:11:2, 3:8:2, 9:9:1, 2:12:1, 1:12:2]","[0:1:1, 9:1:2, 6:2:0, 2:2:1, 2:2:1, 2:2:1, 4:5:1, 6:6:0, 7:10:0, 7:10:2, 5:6:1, 3:8:2, 1:7:2, 2:7:0, 0:8:0, 4:9:0]","false","true"
12.0,4,"[0, 1, 2, 3, 8, 9]","[0, 1, 2, 3, 5, 6, 7, 8, 9]","[]","[2:10:1, 7:10:0, 7:10:2, 6:8:1, 6:11:1, 5:11:0, 1:11:2, 3:8:2, 9:9:1, 4:12:0]","[9:1:2, 2:2:1, 6:2:0, 5:4:1, 1:4:0, 5:4:1, 1:4:2, 1:4:2, 4:5:1, 6:6:0, 5:6:1, 6:6:0, 1:4:2, 0:5:0, 4:5:1, 8:5:2, 5:6:1, 6:6:0, 8:6:2, 0:7:1, 2:7:0, 1:7:2, 1:7:2, 3:8:2, 1:7:2, 2:7:0, 1:7:2]","false","true"
12.0,3,"[0, 1, 2, 5, 8, 9]","[0, 1, 2, 4, 5, 6, 7, 8, 9]","[]","[6:11:1, 7:10:0, 7:10:2, 5:11:0, 1:11:2, 2:12:1, 4:12:0, 3:8:2, 9:9:1, 1:12:2]","[4:5:1, 8:5:2, 6:3:1, 1:4:0, 0:5:0, 4:5:1, 8:6:2, 1:4:2, 0:5:0, 4:5:1, 8:5:2, 8:6:2, 2:10:1, 6:8:1]","false","true"
12.0,5,"[0, 1, 3, 4, 8, 9]","[0, 1, 2, 3, 4, 6, 7, 8, 9]","[]","[7:10:2, 6:8:1, 6:11:1, 5:11:0, 9:9:1, 1:11:2, 4:12:0, 3:8:2, 1:12:2, 2:12:1]","[6:1:0, 9:1:2, 9:1:2, 9:1:2, 9:1:2, 9:1:2, 2:2:1, 6:2:0, 2:2:1, 9:1:2, 2:2:1, 6:3:1, 1:4:0, 1:4:2, 1:4:2, 1:4:2, 1:4:2, 1:4:2, 8:5:2, 1:4:2, 8:5:2, 5:6:1, 6:6:0, 1:4:2, 0:5:0, 4:5:1, 8:5:2, 5:6:1, 6:6:0, 8:6:2, 0:7:1, 2:7:0, 1:7:2, 0:7:1, 2:7:0, 1:7:2, 2:7:0, 1:7:2]","false","true"
12.0,6,"[0, 1, 4, 5, 7, 8]","[0, 1, 2, 3, 4, 5, 7, 8, 9]","[]","[1:7:2, 7:10:0, 7:10:2, 6:8:1, 6:11:1, 5:11:0, 1:11:2, 4:12:0, 3:8:2, 9:9:1]","[2:2:1, 5:4:1, 3:8:2, 0:8:0, 4:9:0, 7:9:2, 2:10:1, 3:8:2, 0:8:0, 4:9:0, 7:9:2, 2:10:1, 0:8:0, 4:9:0, 7:9:2, 2:10:1, 3:8:2, 0:8:0, 7:9:2, 4:9:0, 2:10:1, 7:9:2, 2:10:1]","false","true"
12.0,7,"[1, 2, 3, 5, 6, 9]","[0, 1, 2, 3, 4, 5, 6, 8, 9]","[]","[6:11:1, 7:10:0, 7:10:2, 5:11:0, 1:11:2, 3:8:2, 9:9:1, 2:12:1, 4:12:0, 1:12:2]","[0:1:1, 2:2:1, 2:2:1, 9:1:2, 2:2:1, 2:2:1, 6:2:0, 2:2:1, 6:2:0, 2:2:1, 9:1:2, 0:3:0, 1:4:0, 1:4:2, 4:5:1, 8:5:2, 6:6:0, 1:4:2, 0:5:0, 4:5:1, 8:5:2, 6:6:0, 5:6:1, 1:7:2, 0:7:1, 2:7:0, 3:8:2, 3:8:2, 1:7:2, 2:7:0, 0:8:0, 4:9:0, 7:9:2, 1:7:2]","false","true"
12.0,9,"[0, 2, 3, 5, 6, 8]","[0, 1, 2, 3, 4, 5, 6, 7, 8]","[]","[0:8:0, 7:9:2, 4:9:0, 7:10:0, 7:10:2, 5:11:0, 1:11:2, 1:12:2, 9:9:1, 2:12:1]","[6:1:0, 0:1:1, 0:1:1, 2:2:1, 2:2:1, 2:2:1, 2:2:1, 6:2:2, 6:3:1, 7:3:2, 5:4:1, 1:4:2, 1:4:2, 4:5:1, 1:4:2, 4:5:1, 8:5:2, 1:4:2, 0:5:0, 4:5:1, 8:5:2, 4:5:1, 2:10:1, 6:8:1, 6:11:1, 2:10:1, 6:8:1, 6:11:1, 6:8:1, 6:11:1, 2:10:1, 2:10:1, 6:8:1, 6:11:1]","false","true"
13.0,0,"[1, 2, 4, 6, 7, 8]","[1, 2, 3, 4, 5, 6, 7, 8, 9]","[]","[7:10:2, 1:11:2, 2:12:1, 4:12:0, 3:8:2, 9:9:1, 1:12:2, 3:13:1, 7:13:0, 7:13:2]","[9:1:2, 9:1:2, 9:1:2, 6:2:0, 6:2:0, 6:2:2, 6:2:2, 6:2:2, 2:2:1, 6:2:2, 7:3:2, 5:4:1, 1:4:0, 4:5:1, 2:10:1, 7:10:0, 7:10:2, 5:6:1, 1:7:2, 1:7:2, 5:11:0, 6:8:1, 6:11:1, 5:11:0, 5:11:0]","false","true"
13.0,2,"[0, 1, 3, 5, 8, 9]","[0, 1, 3, 4, 5, 6, 7, 8, 9]","[]","[6:8:1, 6:11:1, 1:11:2, 5:11:0, 1:12:2, 3:8:2, 9:9:1, 2:12:1, 4:12:0, 3:13:1]","[6:2:0, 6:2:2, 9:1:2, 6:2:2, 5:4:1, 1:4:2, 1:4:2, 4:5:1, 1:4:2, 4:5:1, 1:4:2, 4:5:1, 8:5:2, 0:7:1, 6:6:0, 0:7:1]","false","true"
13.0,8,"[0, 3, 4, 5, 7, 9]","[0, 1, 2, 3, 4, 5, 6, 7, 9]","[]","[1:11:2, 5:11:0, 1:12:2, 3:8:2, 9:9:1, 2:12:1, 4:12:0, 3:13:1, 7:13:0, 7:13:2]","[6:2:2, 9:1:2, 6:2:0, 6:2:2, 6:2:0, 6:2:2, 6:2:2, 6:2:0, 6:2:2, 9:1:2, 6:3:1, 6:2:2, 6:3:1, 7:3:2, 5:4:1, 5:6:1, 3:8:2, 3:8:2, 3:8:2, 6:11:1, 6:8:1, 6:11:1, 2:10:1, 6:8:1, 6:11:1, 6:8:1, 6:11:1]","false","true"
13.0,1,"[2, 4, 5, 7, 8, 9]","[0, 2, 3, 4, 5, 6, 7, 8, 9]","[]","[7:10:2, 1:11:2, 3:8:2, 9:9:1, 2:12:1, 1:12:2, 4:12:0, 3:13:1, 7:13:0, 7:13:2]","[0:1:1, 9:1:2, 6:2:0, 2:2:1, 2:2:1, 2:2:1, 4:5:1, 6:6:0, 7:10:0, 7:10:2, 5:6:1, 3:8:2, 1:7:2, 2:7:0, 0:8:0, 4:9:0, 2:10:1, 5:11:0, 5:11:0]","false","true"
13.0,4,"[0, 2, 5, 7, 8, 9]","[0, 1, 2, 3, 5, 6, 7, 8, 9]","[]","[6:8:1, 6:11:1, 5:11:0, 1:11:2, 3:8:2, 9:9:1, 4:12:0, 1:12:2, 3:13:1, 2:12:1]","[9:1:2, 2:2:1, 6:2:0, 5:4:1, 1:4:0, 5:4:1, 1:4:2, 1:4:2, 4:5:1, 6:6:0, 5:6:1, 6:6:0, 1:4:2, 0:5:0, 4:5:1, 8:5:2, 5:6:1, 6:6:0, 8:6:2, 0:7:1, 2:7:0, 1:7:2, 1:7:2, 3:8:2, 1:7:2, 2:7:0, 1:7:2, 2:12:1, 7:10:0, 7:10:0, 7:10:2]","false","true"
13.0,3,"[0, 1, 2, 5, 7, 9]","[0, 1, 2, 4, 5, 6, 7, 8, 9]","[]","[7:10:0, 7:10:2, 5:11:0, 1:11:2, 2:12:1, 4:12:0, 3:8:2, 9:9:1, 1:12:2, 3:13:1]","[4:5:1, 8:5:2, 6:3:1, 1:4:0, 0:5:0, 4:5:1, 8:6:2, 1:4:2, 0:5:0, 4:5:1, 8:5:2, 8:6:2, 2:10:1, 6:8:1, 6:8:1, 2:10:1, 6:8:1, 6:11:1, 6:8:1, 6:11:1]","false","true"
13.0,5,"[0, 1, 2, 4, 6, 7]","[0, 1, 2, 3, 4, 6, 7, 8, 9]","[]","[6:8:1, 6:11:1, 5:11:0, 9:9:1, 1:11:2, 4:12:0, 3:8:2, 1:12:2, 2:12:1, 3:13:1]","[6:1:0, 9:1:2, 9:1:2, 9:1:2, 9:1:2, 9:1:2, 2:2:1, 6:2:0, 2:2:1, 9:1:2, 2:2:1, 6:3:1, 1:4:0, 1:4:2, 1:4:2, 1:4:2, 1:4:2, 1:4:2, 8:5:2, 1:4:2, 8:5:2, 5:6:1, 6:6:0, 1:4:2, 0:5:0, 4:5:1, 8:5:2, 5:6:1, 6:6:0, 8:6:2, 0:7:1, 2:7:0, 1:7:2, 0:7:1, 2:7:0, 1:7:2, 2:7:0, 1:7:2, 7:10:0]","false","true"
13.0,6,"[0, 1, 3, 4, 5, 8]","[0, 1, 2, 3, 4, 5, 7, 8, 9]","[]","[5:11:0, 1:11:2, 4:12:0, 3:8:2, 9:9:1, 1:12:2, 2:12:1, 3:13:1, 7:13:0, 7:13:2]","[2:2:1, 5:4:1, 3:8:2, 0:8:0, 4:9:0, 7:9:2, 2:10:1, 3:8:2, 0:8:0, 4:9:0, 7:9:2, 2:10:1, 0:8:0, 4:9:0, 7:9:2, 2:10:1, 3:8:2, 0:8:0, 7:9:2, 4:9:0, 2:10:1, 7:9:2, 2:10:1, 2:10:1, 7:10:0, 7:10:2, 7:10:0, 7:10:2, 7:10:0, 7:10:2]","false","true"
13.0,7,"[0, 1, 5, 6, 8, 9]","[0, 1, 2, 3, 4, 5, 6, 8, 9]","[]","[7:10:0, 7:10:2, 5:11:0, 1:11:2, 3:8:2, 9:9:1, 2:12:1, 4:12:0, 1:12:2, 3:13:1]","[0:1:1, 2:2:1, 2:2:1, 9:1:2, 2:2:1, 2:2:1, 6:2:0, 2:2:1, 6:2:0, 2:2:1, 9:1:2, 0:3:0, 1:4:0, 1:4:2, 4:5:1, 8:5:2, 6:6:0, 1:4:2, 0:5:0, 4:5:1, 8:5:2, 6:6:0, 5:6:1, 1:7:2, 0:7:1, 2:7:0, 3:8:2, 3:8:2, 1:7:2, 2:7:0, 0:8:0, 4:9:0, 7:9:2, 1:7:2, 6:8:1, 6:8:1, 6:11:1, 6:8:1, 6:11:1]","false","true"
13.0,9,"[0, 2, 3, 4, 5, 6]","[0, 1, 2, 3, 4, 5, 6, 7, 8]","[]","[7:10:0, 7:10:2, 5:11:0, 1:11:2, 1:12:2, 9:9:1, 2:12:1, 4:12:0, 3:8:2, 3:13:1]","[6:1:0, 0:1:1, 0:1:1, 2:2:1, 2:2:1, 2:2:1, 2:2:1, 6:2:2, 6:3:1, 7:3:2, 5:4:1, 1:4:2, 1:4:2, 4:5:1, 1:4:2, 4:5:1, 8:5:2, 1:4:2, 0:5:0, 4:5:1, 8:5:2, 4:5:1, 2:10:1, 6:8:1, 6:11:1, 2:10:1, 6:8:1, 6:11:1, 6:8:1, 6:11:1, 2:10:1, 2:10:1, 6:8:1, 6:11:1, 6:11:1, 6:11:1, 6:8:1, 6:11:1]","false","true"
14.0,0,"[1, 2, 5, 7, 8, 9]","[1, 2, 3, 4, 5, 6, 7, 8, 9]","[]","[2:12:1, 4:12:0, 3:8:2, 9:9:1, 1:12:2, 3:13:1, 7:13:0, 7:13:2, 3:14:2, 2:14:0]","[9:1:2, 9:1:2, 9:1:2, 6:2:0, 6:2:0, 6:2:2, 6:2:2, 6:2:2, 2:2:1, 6:2:2, 7:3:2, 5:4:1, 1:4:0, 4:5:1, 2:10:1, 7:10:0, 7:10:2, 5:6:1, 1:7:2, 1:7:2, 5:11:0, 6:8:1, 6:11:1, 5:11:0, 5:11:0, 7:10:0, 5:11:0]","false","true"
14.0,2,"[0, 1, 3, 6, 7, 8]","[0, 1, 3, 4, 5, 6, 7, 8, 9]","[]","[3:8:2, 9:9:1, 2:12:1, 4:12:0, 3:13:1, 3:14:2, 7:13:0, 7:13:2, 2:14:0, 6:14:1]","[6:2:0, 6:2:2, 9:1:2, 6:2:2, 5:4:1, 1:4:2, 1:4:2, 4:5:1, 1:4:2, 4:5:1, 1:4:2, 4:5:1, 8:5:2, 0:7:1, 6:6:0, 0:7:1, 7:10:0, 7:10:2, 7:10:2, 7:10:2]","false","true"
14.0,8,"[1, 2, 3, 4, 5, 9]","[0, 1, 2, 3, 4, 5, 6, 7, 9]","[]","[1:12:2, 3:8:2, 9:9:1, 2:12:1, 4:12:0, 3:13:1, 7:13:0, 7:13:2, 3:14:2, 2:14:0]","[6:2:2, 9:1:2, 6:2:0, 6:2:2, 6:2:0, 6:2:2, 6:2:2, 6:2:0, 6:2:2, 9:1:2, 6:3:1, 6:2:2, 6:3:1, 7:3:2, 5:4:1, 5:6:1, 3:8:2, 3:8:2, 3:8:2, 6:11:1, 6:8:1, 6:11:1, 2:10:1, 6:8:1, 6:11:1, 6:8:1, 6:11:1, 1:11:2]","false","true"
14.0,1,"[0, 2, 3, 4, 6, 7]","[0, 2, 3, 4, 5, 6, 7, 8, 9]","[]","[9:9:1, 2:12:1, 1:12:2, 4:12:0, 3:13:1, 7:13:0, 7:13:2, 3:14:2, 6:14:1, 2:14:0]","[0:1:1, 9:1:2, 6:2:0, 2:2:1, 2:2:1, 2:2:1, 4:5:1, 6:6:0, 7:10:0, 7:10:2, 5:6:1, 3:8:2, 1:7:2, 2:7:0, 0:8:0, 4:9:0, 2:10:1, 5:11:0, 5:11:0, 7:10:0, 5:11:0, 7:10:2, 5:11:0, 5:11:0]","false","true"
14.0,4,"[0, 3, 5, 6, 8, 9]","[0, 1, 2, 3, 5, 6, 7, 8, 9]","[]","[9:9:1, 4:12:0, 1:12:2, 3:13:1, 2:12:1, 3:14:2, 2:14:0, 7:13:0, 7:13:2, 6:14:1]","[9:1:2, 2:2:1, 6:2:0, 5:4:1, 1:4:0, 5:4:1, 1:4:2, 1:4:2, 4:5:1, 6:6:0, 5:6:1, 6:6:0, 1:4:2, 0:5:0, 4:5:1, 8:5:2, 5:6:1, 6:6:0, 8:6:2, 0:7:1, 2:7:0, 1:7:2, 1:7:2, 3:8:2, 1:7:2, 2:7:0, 1:7:2, 2:12:1, 7:10:0, 7:10:0, 7:10:2, 7:10:2]","false","true"
14.0,3,"[0, 1, 5, 7, 8, 9]","[0, 1, 2, 4, 5, 6, 7, 8, 9]","[]","[2:12:1, 4:12:0, 3:8:2, 9:9:1, 1:12:2, 3:13:1, 3:14:2, 2:14:0, 7:13:0, 7:13:2]","[4:5:1, 8:5:2, 6:3:1, 1:4:0, 0:5:0, 4:5:1, 8:6:2, 1:4:2, 0:5:0, 4:5:1, 8:5:2, 8:6:2, 2:10:1, 6:8:1, 6:8:1, 2:10:1, 6:8:1, 6:11:1, 6:8:1, 6:11:1, 6:11:1]","false","true"
14.0,5,"[2, 3, 4, 6, 7, 9]","[0, 1, 2, 3, 4, 6, 7, 8, 9]","[]","[1:11:2, 4:12:0, 3:8:2, 1:12:2, 2:12:1, 3:13:1, 7:13:0, 7:13:2, 3:14:2, 2:14:0]","[6:1:0, 9:1:2, 9:1:2, 9:1:2, 9:1:2, 9:1:2, 2:2:1, 6:2:0, 2:2:1, 9:1:2, 2:2:1, 6:3:1, 1:4:0, 1:4:2, 1:4:2, 1:4:2, 1:4:2, 1:4:2, 8:5:2, 1:4:2, 8:5:2, 5:6:1, 6:6:0, 1:4:2, 0:5:0, 4:5:1, 8:5:2, 5:6:1, 6:6:0, 8:6:2, 0:7:1, 2:7:0, 1:7:2, 0:7:1, 2:7:0, 1:7:2, 2:7:0, 1:7:2, 7:10:0]","false","true"
