"tick","message_propagation"
43.0,"{7bed7acb-9053-4120-a511-0fc43a4d229f=82, 30521d3f-da7c-4720-8227-9f9bbd79e9b7=31}"
44.0,"{7bed7acb-9053-4120-a511-0fc43a4d229f=82, 30521d3f-da7c-4720-8227-9f9bbd79e9b7=52}"
45.0,"{7bed7acb-9053-4120-a511-0fc43a4d229f=83, 30521d3f-da7c-4720-8227-9f9bbd79e9b7=65}"
46.0,"{7bed7acb-9053-4120-a511-0fc43a4d229f=84, 30521d3f-da7c-4720-8227-9f9bbd79e9b7=73}"
47.0,"{7bed7acb-9053-4120-a511-0fc43a4d229f=89, 30521d3f-da7c-4720-8227-9f9bbd79e9b7=78}"
48.0,"{7bed7acb-9053-4120-a511-0fc43a4d229f=95, 30521d3f-da7c-4720-8227-9f9bbd79e9b7=80}"
49.0,"{7bed7acb-9053-4120-a511-0fc43a4d229f=100, 30521d3f-da7c-4720-8227-9f9bbd79e9b7=81}"
50.0,"{7bed7acb-9053-4120-a511-0fc43a4d229f=100, 30521d3f-da7c-4720-8227-9f9bbd79e9b7=82}"
51.0,"{7bed7acb-9053-4120-a511-0fc43a4d229f=100, 30521d3f-da7c-4720-8227-9f9bbd79e9b7=82}"
52.0,"{7bed7acb-9053-4120-a511-0fc43a4d229f=100, 30521d3f-da7c-4720-8227-9f9bbd79e9b7=82}"
53.0,"{7bed7acb-9053-4120-a511-0fc43a4d229f=100, 30521d3f-da7c-4720-8227-9f9bbd79e9b7=82}"
54.0,"{7bed7acb-9053-4120-a511-0fc43a4d229f=100, 30521d3f-da7c-4720-8227-9f9bbd79e9b7=82}"
55.0,"{7bed7acb-9053-4120-a511-0fc43a4d229f=100, 30521d3f-da7c-4720-8227-9f9bbd79e9b7=82}"
56.0,"{7bed7acb-9053-4120-a511-0fc43a4d229f=100, 30521d3f-da7c-4720-8227-9f9bbd79e9b7=82}"
57.0,"{7bed7acb-9053-4120-a511-0fc43a4d229f=100, 30521d3f-da7c-4720-8227-9f9bbd79e9b7=82}"
58.0,"{7bed7acb-9053-4120-a511-0fc43a4d229f=100, 30521d3f-da7c-4720-8227-9f9bbd79e9b7=82}"
59.0,"{7bed7acb-9053-4120-a511-0fc43a4d229f=100, 30521d3f-da7c-4720-8227-9f9bbd79e9b7=82}"
60.0,"{7bed7acb-9053-4120-a511-0fc43a4d229f=100, 30521d3f-da7c-4720-8227-9f9bbd79e9b7=82, 258da659-b5ca-41d7-b721-7a905de5742b=1}"
61.0,"{7bed7acb-9053-4120-a511-0fc43a4d229f=100, 30521d3f-da7c-4720-8227-9f9bbd79e9b7=82, 258da659-b5ca-41d7-b721-7a905de5742b=4}"
62.0,"{7bed7acb-9053-4120-a511-0fc43a4d229f=100, 30521d3f-da7c-4720-8227-9f9bbd79e9b7=82, 258da659-b5ca-41d7-b721-7a905de5742b=11}"
63.0,"{7bed7acb-9053-4120-a511-0fc43a4d229f=100, 30521d3f-da7c-4720-8227-9f9bbd79e9b7=82, 258da659-b5ca-41d7-b721-7a905de5742b=22}"
64.0,"{7bed7acb-9053-4120-a511-0fc43a4d229f=100, 30521d3f-da7c-4720-8227-9f9bbd79e9b7=82, 258da659-b5ca-41d7-b721-7a905de5742b=45}"
65.0,"{7bed7acb-9053-4120-a511-0fc43a4d229f=100, 30521d3f-da7c-4720-8227-9f9bbd79e9b7=82, 258da659-b5ca-41d7-b721-7a905de5742b=65}"
66.0,"{7bed7acb-9053-4120-a511-0fc43a4d229f=100, 30521d3f-da7c-4720-8227-9f9bbd79e9b7=84, 258da659-b5ca-41d7-b721-7a905de5742b=79}"
67.0,"{7bed7acb-9053-4120-a511-0fc43a4d229f=100, 30521d3f-da7c-4720-8227-9f9bbd79e9b7=85, 258da659-b5ca-41d7-b721-7a905de5742b=84}"
68.0,"{7bed7acb-9053-4120-a511-0fc43a4d229f=100, 30521d3f-da7c-4720-8227-9f9bbd79e9b7=91, 258da659-b5ca-41d7-b721-7a905de5742b=87}"
69.0,"{7bed7acb-9053-4120-a511-0fc43a4d229f=100, 30521d3f-da7c-4720-8227-9f9bbd79e9b7=94, 258da659-b5ca-41d7-b721-7a905de5742b=88}"
70.0,"{7bed7acb-9053-4120-a511-0fc43a4d229f=100, 30521d3f-da7c-4720-8227-9f9bbd79e9b7=98, 258da659-b5ca-41d7-b721-7a905de5742b=88}"
71.0,"{7bed7acb-9053-4120-a511-0fc43a4d229f=100, 30521d3f-da7c-4720-8227-9f9bbd79e9b7=99, 258da659-b5ca-41d7-b721-7a905de5742b=88}"
72.0,"{7bed7acb-9053-4120-a511-0fc43a4d229f=100, 30521d3f-da7c-4720-8227-9f9bbd79e9b7=99, 258da659-b5ca-41d7-b721-7a905de5742b=88}"
73.0,"{7bed7acb-9053-4120-a511-0fc43a4d229f=100, 30521d3f-da7c-4720-8227-9f9bbd79e9b7=100, 258da659-b5ca-41d7-b721-7a905de5742b=88}"
74.0,"{7bed7acb-9053-4120-a511-0fc43a4d229f=100, 30521d3f-da7c-4720-8227-9f9bbd79e9b7=100, 258da659-b5ca-41d7-b721-7a905de5742b=88}"
75.0,"{7bed7acb-9053-4120-a511-0fc43a4d229f=100, 30521d3f-da7c-4720-8227-9f9bbd79e9b7=100, 258da659-b5ca-41d7-b721-7a905de5742b=88}"
76.0,"{7bed7acb-9053-4120-a511-0fc43a4d229f=100, 30521d3f-da7c-4720-8227-9f9bbd79e9b7=100, 258da659-b5ca-41d7-b721-7a905de5742b=88}"
77.0,"{7bed7acb-9053-4120-a511-0fc43a4d229f=100, 30521d3f-da7c-4720-8227-9f9bbd79e9b7=100, 258da659-b5ca-41d7-b721-7a905de5742b=88}"
78.0,"{7bed7acb-9053-4120-a511-0fc43a4d229f=100, 30521d3f-da7c-4720-8227-9f9bbd79e9b7=100, 258da659-b5ca-41d7-b721-7a905de5742b=88}"
79.0,"{7bed7acb-9053-4120-a511-0fc43a4d229f=100, 30521d3f-da7c-4720-8227-9f9bbd79e9b7=100, 258da659-b5ca-41d7-b721-7a905de5742b=88}"
80.0,"{7bed7acb-9053-4120-a511-0fc43a4d229f=100, 30521d3f-da7c-4720-8227-9f9bbd79e9b7=100, 258da659-b5ca-41d7-b721-7a905de5742b=88, 1c08a7e4-5e68-4ad0-9c25-66ecaf04f482=1}"
81.0,"{7bed7acb-9053-4120-a511-0fc43a4d229f=100, 30521d3f-da7c-4720-8227-9f9bbd79e9b7=100, 258da659-b5ca-41d7-b721-7a905de5742b=88, 1c08a7e4-5e68-4ad0-9c25-66ecaf04f482=4}"
82.0,"{7bed7acb-9053-4120-a511-0fc43a4d229f=100, 30521d3f-da7c-4720-8227-9f9bbd79e9b7=100, 258da659-b5ca-41d7-b721-7a905de5742b=88, 1c08a7e4-5e68-4ad0-9c25-66ecaf04f482=12}"
83.0,"{7bed7acb-9053-4120-a511-0fc43a4d229f=100, 30521d3f-da7c-4720-8227-9f9bbd79e9b7=100, 258da659-b5ca-41d7-b721-7a905de5742b=88, 1c08a7e4-5e68-4ad0-9c25-66ecaf04f482=30}"
84.0,"{7bed7acb-9053-4120-a511-0fc43a4d229f=100, 30521d3f-da7c-4720-8227-9f9bbd79e9b7=100, 258da659-b5ca-41d7-b721-7a905de5742b=88, 1c08a7e4-5e68-4ad0-9c25-66ecaf04f482=44}"
85.0,"{7bed7acb-9053-4120-a511-0fc43a4d229f=100, 30521d3f-da7c-4720-8227-9f9bbd79e9b7=100, 258da659-b5ca-41d7-b721-7a905de5742b=88, 1c08a7e4-5e68-4ad0-9c25-66ecaf04f482=56}"
86.0,"{7bed7acb-9053-4120-a511-0fc43a4d229f=100, 30521d3f-da7c-4720-8227-9f9bbd79e9b7=100, 258da659-b5ca-41d7-b721-7a905de5742b=88, 1c08a7e4-5e68-4ad0-9c25-66ecaf04f482=66}"
87.0,"{7bed7acb-9053-4120-a511-0fc43a4d229f=100, 30521d3f-da7c-4720-8227-9f9bbd79e9b7=100, 258da659-b5ca-41d7-b721-7a905de5742b=90, 1c08a7e4-5e68-4ad0-9c25-66ecaf04f482=73}"
88.0,"{7bed7acb-9053-4120-a511-0fc43a4d229f=100, 30521d3f-da7c-4720-8227-9f9bbd79e9b7=100, 258da659-b5ca-41d7-b721-7a905de5742b=93, 1c08a7e4-5e68-4ad0-9c25-66ecaf04f482=77}"
89.0,"{7bed7acb-9053-4120-a511-0fc43a4d229f=100, 30521d3f-da7c-4720-8227-9f9bbd79e9b7=100, 258da659-b5ca-41d7-b721-7a905de5742b=98, 1c08a7e4-5e68-4ad0-9c25-66ecaf04f482=78}"
90.0,"{7bed7acb-9053-4120-a511-0fc43a4d229f=100, 30521d3f-da7c-4720-8227-9f9bbd79e9b7=100, 258da659-b5ca-41d7-b721-7a905de5742b=98, 1c08a7e4-5e68-4ad0-9c25-66ecaf04f482=78}"
91.0,"{7bed7acb-9053-4120-a511-0fc43a4d229f=100, 30521d3f-da7c-4720-8227-9f9bbd79e9b7=100, 258da659-b5ca-41d7-b721-7a905de5742b=99, 1c08a7e4-5e68-4ad0-9c25-66ecaf04f482=78}"
92.0,"{7bed7acb-9053-4120-a511-0fc43a4d229f=100, 30521d3f-da7c-4720-8227-9f9bbd79e9b7=100, 258da659-b5ca-41d7-b721-7a905de5742b=100, 1c08a7e4-5e68-4ad0-9c25-66ecaf04f482=78}"
93.0,"{7bed7acb-9053-4120-a511-0fc43a4d229f=100, 30521d3f-da7c-4720-8227-9f9bbd79e9b7=100, 258da659-b5ca-41d7-b721-7a905de5742b=100, 1c08a7e4-5e68-4ad0-9c25-66ecaf04f482=78}"
94.0,"{7bed7acb-9053-4120-a511-0fc43a4d229f=100, 30521d3f-da7c-4720-8227-9f9bbd79e9b7=100, 258da659-b5ca-41d7-b721-7a905de5742b=100, 1c08a7e4-5e68-4ad0-9c25-66ecaf04f482=78}"
95.0,"{7bed7acb-9053-4120-a511-0fc43a4d229f=100, 30521d3f-da7c-4720-8227-9f9bbd79e9b7=100, 258da659-b5ca-41d7-b721-7a905de5742b=100, 1c08a7e4-5e68-4ad0-9c25-66ecaf04f482=78}"
96.0,"{7bed7acb-9053-4120-a511-0fc43a4d229f=100, 30521d3f-da7c-4720-8227-9f9bbd79e9b7=100, 258da659-b5ca-41d7-b721-7a905de5742b=100, 1c08a7e4-5e68-4ad0-9c25-66ecaf04f482=78}"
97.0,"{7bed7acb-9053-4120-a511-0fc43a4d229f=100, 30521d3f-da7c-4720-8227-9f9bbd79e9b7=100, 258da659-b5ca-41d7-b721-7a905de5742b=100, 1c08a7e4-5e68-4ad0-9c25-66ecaf04f482=78}"
98.0,"{7bed7acb-9053-4120-a511-0fc43a4d229f=100, 30521d3f-da7c-4720-8227-9f9bbd79e9b7=100, 258da659-b5ca-41d7-b721-7a905de5742b=100, 1c08a7e4-5e68-4ad0-9c25-66ecaf04f482=78}"
99.0,"{7bed7acb-9053-4120-a511-0fc43a4d229f=100, 30521d3f-da7c-4720-8227-9f9bbd79e9b7=100, 258da659-b5ca-41d7-b721-7a905de5742b=100, 1c08a7e4-5e68-4ad0-9c25-66ecaf04f482=78}"
100.0,"{7bed7acb-9053-4120-a511-0fc43a4d229f=100, 30521d3f-da7c-4720-8227-9f9bbd79e9b7=100, 258da659-b5ca-41d7-b721-7a905de5742b=100, 1c08a7e4-5e68-4ad0-9c25-66ecaf04f482=78, 91d314d6-e2f6-464d-a313-f352dd20e8c0=1}"
101.0,"{7bed7acb-9053-4120-a511-0fc43a4d229f=100, 30521d3f-da7c-4720-8227-9f9bbd79e9b7=100, 258da659-b5ca-41d7-b721-7a905de5742b=100, 1c08a7e4-5e68-4ad0-9c25-66ecaf04f482=78, 91d314d6-e2f6-464d-a313-f352dd20e8c0=4}"
102.0,"{7bed7acb-9053-4120-a511-0fc43a4d229f=100, 30521d3f-da7c-4720-8227-9f9bbd79e9b7=100, 258da659-b5ca-41d7-b721-7a905de5742b=100, 1c08a7e4-5e68-4ad0-9c25-66ecaf04f482=78, 91d314d6-e2f6-464d-a313-f352dd20e8c0=11}"
103.0,"{7bed7acb-9053-4120-a511-0fc43a4d229f=100, 30521d3f-da7c-4720-8227-9f9bbd79e9b7=100, 258da659-b5ca-41d7-b721-7a905de5742b=100, 1c08a7e4-5e68-4ad0-9c25-66ecaf04f482=78, 91d314d6-e2f6-464d-a313-f352dd20e8c0=26}"
104.0,"{7bed7acb-9053-4120-a511-0fc43a4d229f=100, 30521d3f-da7c-4720-8227-9f9bbd79e9b7=100, 258da659-b5ca-41d7-b721-7a905de5742b=100, 1c08a7e4-5e68-4ad0-9c25-66ecaf04f482=78, 91d314d6-e2f6-464d-a313-f352dd20e8c0=44}"
105.0,"{7bed7acb-9053-4120-a511-0fc43a4d229f=100, 30521d3f-da7c-4720-8227-9f9bbd79e9b7=100, 258da659-b5ca-41d7-b721-7a905de5742b=100, 1c08a7e4-5e68-4ad0-9c25-66ecaf04f482=80, 91d314d6-e2f6-464d-a313-f352dd20e8c0=63}"
106.0,"{7bed7acb-9053-4120-a511-0fc43a4d229f=100, 30521d3f-da7c-4720-8227-9f9bbd79e9b7=100, 258da659-b5ca-41d7-b721-7a905de5742b=100, 1c08a7e4-5e68-4ad0-9c25-66ecaf04f482=83, 91d314d6-e2f6-464d-a313-f352dd20e8c0=74}"
107.0,"{7bed7acb-9053-4120-a511-0fc43a4d229f=100, 30521d3f-da7c-4720-8227-9f9bbd79e9b7=100, 258da659-b5ca-41d7-b721-7a905de5742b=100, 1c08a7e4-5e68-4ad0-9c25-66ecaf04f482=86, 91d314d6-e2f6-464d-a313-f352dd20e8c0=81}"
108.0,"{7bed7acb-9053-4120-a511-0fc43a4d229f=100, 30521d3f-da7c-4720-8227-9f9bbd79e9b7=100, 258da659-b5ca-41d7-b721-7a905de5742b=100, 1c08a7e4-5e68-4ad0-9c25-66ecaf04f482=89, 91d314d6-e2f6-464d-a313-f352dd20e8c0=83}"
109.0,"{7bed7acb-9053-4120-a511-0fc43a4d229f=100, 30521d3f-da7c-4720-8227-9f9bbd79e9b7=100, 258da659-b5ca-41d7-b721-7a905de5742b=100, 1c08a7e4-5e68-4ad0-9c25-66ecaf04f482=96, 91d314d6-e2f6-464d-a313-f352dd20e8c0=83}"
110.0,"{7bed7acb-9053-4120-a511-0fc43a4d229f=100, 30521d3f-da7c-4720-8227-9f9bbd79e9b7=100, 258da659-b5ca-41d7-b721-7a905de5742b=100, 1c08a7e4-5e68-4ad0-9c25-66ecaf04f482=99, 91d314d6-e2f6-464d-a313-f352dd20e8c0=83}"
111.0,"{7bed7acb-9053-4120-a511-0fc43a4d229f=100, 30521d3f-da7c-4720-8227-9f9bbd79e9b7=100, 258da659-b5ca-41d7-b721-7a905de5742b=100, 1c08a7e4-5e68-4ad0-9c25-66ecaf04f482=99, 91d314d6-e2f6-464d-a313-f352dd20e8c0=83}"
112.0,"{7bed7acb-9053-4120-a511-0fc43a4d229f=100, 30521d3f-da7c-4720-8227-9f9bbd79e9b7=100, 258da659-b5ca-41d7-b721-7a905de5742b=100, 1c08a7e4-5e68-4ad0-9c25-66ecaf04f482=100, 91d314d6-e2f6-464d-a313-f352dd20e8c0=83}"
113.0,"{7bed7acb-9053-4120-a511-0fc43a4d229f=100, 30521d3f-da7c-4720-8227-9f9bbd79e9b7=100, 258da659-b5ca-41d7-b721-7a905de5742b=100, 1c08a7e4-5e68-4ad0-9c25-66ecaf04f482=100, 91d314d6-e2f6-464d-a313-f352dd20e8c0=83}"
114.0,"{7bed7acb-9053-4120-a511-0fc43a4d229f=100, 30521d3f-da7c-4720-8227-9f9bbd79e9b7=100, 258da659-b5ca-41d7-b721-7a905de5742b=100, 1c08a7e4-5e68-4ad0-9c25-66ecaf04f482=100, 91d314d6-e2f6-464d-a313-f352dd20e8c0=83}"
115.0,"{7bed7acb-9053-4120-a511-0fc43a4d229f=100, 30521d3f-da7c-4720-8227-9f9bbd79e9b7=100, 258da659-b5ca-41d7-b721-7a905de5742b=100, 1c08a7e4-5e68-4ad0-9c25-66ecaf04f482=100, 91d314d6-e2f6-464d-a313-f352dd20e8c0=83}"
116.0,"{7bed7acb-9053-4120-a511-0fc43a4d229f=100, 30521d3f-da7c-4720-8227-9f9bbd79e9b7=100, 258da659-b5ca-41d7-b721-7a905de5742b=100, 1c08a7e4-5e68-4ad0-9c25-66ecaf04f482=100, 91d314d6-e2f6-464d-a313-f352dd20e8c0=83}"
117.0,"{7bed7acb-9053-4120-a511-0fc43a4d229f=100, 30521d3f-da7c-4720-8227-9f9bbd79e9b7=100, 258da659-b5ca-41d7-b721-7a905de5742b=100, 1c08a7e4-5e68-4ad0-9c25-66ecaf04f482=100, 91d314d6-e2f6-464d-a313-f352dd20e8c0=83}"
118.0,"{7bed7acb-9053-4120-a511-0fc43a4d229f=100, 30521d3f-da7c-4720-8227-9f9bbd79e9b7=100, 258da659-b5ca-41d7-b721-7a905de5742b=100, 1c08a7e4-5e68-4ad0-9c25-66ecaf04f482=100, 91d314d6-e2f6-464d-a313-f352dd20e8c0=83}"
119.0,"{7bed7acb-9053-4120-a511-0fc43a4d229f=100, 30521d3f-da7c-4720-8227-9f9bbd79e9b7=100, 258da659-b5ca-41d7-b721-7a905de5742b=100, 1c08a7e4-5e68-4ad0-9c25-66ecaf04f482=100, 91d314d6-e2f6-464d-a313-f352dd20e8c0=83}"
120.0,"{7bed7acb-9053-4120-a511-0fc43a4d229f=100, 30521d3f-da7c-4720-8227-9f9bbd79e9b7=100, 258da659-b5ca-41d7-b721-7a905de5742b=100, a89a8df9-5156-45c2-a05c-44163d6b0a5f=1, 1c08a7e4-5e68-4ad0-9c25-66ecaf04f482=100, 91d314d6-e2f6-464d-a313-f352dd20e8c0=83}"
121.0,"{7bed7acb-9053-4120-a511-0fc43a4d229f=100, 30521d3f-da7c-4720-8227-9f9bbd79e9b7=100, 258da659-b5ca-41d7-b721-7a905de5742b=100, a89a8df9-5156-45c2-a05c-44163d6b0a5f=4, 1c08a7e4-5e68-4ad0-9c25-66ecaf04f482=100, 91d314d6-e2f6-464d-a313-f352dd20e8c0=83}"
122.0,"{7bed7acb-9053-4120-a511-0fc43a4d229f=100, 30521d3f-da7c-4720-8227-9f9bbd79e9b7=100, 258da659-b5ca-41d7-b721-7a905de5742b=100, a89a8df9-5156-45c2-a05c-44163d6b0a5f=11, 1c08a7e4-5e68-4ad0-9c25-66ecaf04f482=100, 91d314d6-e2f6-464d-a313-f352dd20e8c0=83}"
123.0,"{7bed7acb-9053-4120-a511-0fc43a4d229f=100, 30521d3f-da7c-4720-8227-9f9bbd79e9b7=100, 258da659-b5ca-41d7-b721-7a905de5742b=100, a89a8df9-5156-45c2-a05c-44163d6b0a5f=27, 1c08a7e4-5e68-4ad0-9c25-66ecaf04f482=100, 91d314d6-e2f6-464d-a313-f352dd20e8c0=83}"
124.0,"{7bed7acb-9053-4120-a511-0fc43a4d229f=100, 30521d3f-da7c-4720-8227-9f9bbd79e9b7=100, 258da659-b5ca-41d7-b721-7a905de5742b=100, a89a8df9-5156-45c2-a05c-44163d6b0a5f=47, 1c08a7e4-5e68-4ad0-9c25-66ecaf04f482=100, 91d314d6-e2f6-464d-a313-f352dd20e8c0=83}"
125.0,"{7bed7acb-9053-4120-a511-0fc43a4d229f=100, 30521d3f-da7c-4720-8227-9f9bbd79e9b7=100, 258da659-b5ca-41d7-b721-7a905de5742b=100, a89a8df9-5156-45c2-a05c-44163d6b0a5f=71, 1c08a7e4-5e68-4ad0-9c25-66ecaf04f482=100, 91d314d6-e2f6-464d-a313-f352dd20e8c0=83}"
126.0,"{7bed7acb-9053-4120-a511-0fc43a4d229f=100, 30521d3f-da7c-4720-8227-9f9bbd79e9b7=100, 258da659-b5ca-41d7-b721-7a905de5742b=100, a89a8df9-5156-45c2-a05c-44163d6b0a5f=85, 1c08a7e4-5e68-4ad0-9c25-66ecaf04f482=100, 91d314d6-e2f6-464d-a313-f352dd20e8c0=83}"
127.0,"{7bed7acb-9053-4120-a511-0fc43a4d229f=100, 30521d3f-da7c-4720-8227-9f9bbd79e9b7=100, 258da659-b5ca-41d7-b721-7a905de5742b=100, a89a8df9-5156-45c2-a05c-44163d6b0a5f=91, 1c08a7e4-5e68-4ad0-9c25-66ecaf04f482=100, 91d314d6-e2f6-464d-a313-f352dd20e8c0=84}"
128.0,"{7bed7acb-9053-4120-a511-0fc43a4d229f=100, 30521d3f-da7c-4720-8227-9f9bbd79e9b7=100, 258da659-b5ca-41d7-b721-7a905de5742b=100, a89a8df9-5156-45c2-a05c-44163d6b0a5f=91, 1c08a7e4-5e68-4ad0-9c25-66ecaf04f482=100, 91d314d6-e2f6-464d-a313-f352dd20e8c0=90}"
129.0,"{7bed7acb-9053-4120-a511-0fc43a4d229f=100, 30521d3f-da7c-4720-8227-9f9bbd79e9b7=100, 258da659-b5ca-41d7-b721-7a905de5742b=100, a89a8df9-5156-45c2-a05c-44163d6b0a5f=91, 1c08a7e4-5e68-4ad0-9c25-66ecaf04f482=100, 91d314d6-e2f6-464d-a313-f352dd20e8c0=95}"
130.0,"{7bed7acb-9053-4120-a511-0fc43a4d229f=100, 30521d3f-da7c-4720-8227-9f9bbd79e9b7=100, 258da659-b5ca-41d7-b721-7a905de5742b=100, a89a8df9-5156-45c2-a05c-44163d6b0a5f=91, 1c08a7e4-5e68-4ad0-9c25-66ecaf04f482=100, 91d314d6-e2f6-464d-a313-f352dd20e8c0=98}"
131.0,"{7bed7acb-9053-4120-a511-0fc43a4d229f=100, 30521d3f-da7c-4720-8227-9f9bbd79e9b7=100, 258da659-b5ca-41d7-b721-7a905de5742b=100, a89a8df9-5156-45c2-a05c-44163d6b0a5f=91, 1c08a7e4-5e68-4ad0-9c25-66ecaf04f482=100, 91d314d6-e2f6-464d-a313-f352dd20e8c0=99}"
132.0,"{7bed7acb-9053-4120-a511-0fc43a4d229f=100, 30521d3f-da7c-4720-8227-9f9bbd79e9b7=100, 258da659-b5ca-41d7-b721-7a905de5742b=100, a89a8df9-5156-45c2-a05c-44163d6b0a5f=91, 1c08a7e4-5e68-4ad0-9c25-66ecaf04f482=100, 91d314d6-e2f6-464d-a313-f352dd20e8c0=100}"
133.0,"{7bed7acb-9053-4120-a511-0fc43a4d229f=100, 30521d3f-da7c-4720-8227-9f9bbd79e9b7=100, 258da659-b5ca-41d7-b721-7a905de5742b=100, a89a8df9-5156-45c2-a05c-44163d6b0a5f=91, 1c08a7e4-5e68-4ad0-9c25-66ecaf04f482=100, 91d314d6-e2f6-464d-a313-f352dd20e8c0=100}"
134.0,"{7bed7acb-9053-4120-a511-0fc43a4d229f=100, 30521d3f-da7c-4720-8227-9f9bbd79e9b7=100, 258da659-b5ca-41d7-b721-7a905de5742b=100, a89a8df9-5156-45c2-a05c-44163d6b0a5f=91, 1c08a7e4-5e68-4ad0-9c25-66ecaf04f482=100, 91d314d6-e2f6-464d-a313-f352dd20e8c0=100}"
135.0,"{7bed7acb-9053-4120-a511-0fc43a4d229f=100, 30521d3f-da7c-4720-8227-9f9bbd79e9b7=100, 258da659-b5ca-41d7-b721-7a905de5742b=100, a89a8df9-5156-45c2-a05c-44163d6b0a5f=91, 1c08a7e4-5e68-4ad0-9c25-66ecaf04f482=100, 91d314d6-e2f6-464d-a313-f352dd20e8c0=100}"
136.0,"{7bed7acb-9053-4120-a511-0fc43a4d229f=100, 30521d3f-da7c-4720-8227-9f9bbd79e9b7=100, 258da659-b5ca-41d7-b721-7a905de5742b=100, a89a8df9-5156-45c2-a05c-44163d6b0a5f=91, 1c08a7e4-5e68-4ad0-9c25-66ecaf04f482=100, 91d314d6-e2f6-464d-a313-f352dd20e8c0=100}"
137.0,"{7bed7acb-9053-4120-a511-0fc43a4d229f=100, 30521d3f-da7c-4720-8227-9f9bbd79e9b7=100, 258da659-b5ca-41d7-b721-7a905de5742b=100, a89a8df9-5156-45c2-a05c-44163d6b0a5f=91, 1c08a7e4-5e68-4ad0-9c25-66ecaf04f482=100, 91d314d6-e2f6-464d-a313-f352dd20e8c0=100}"
138.0,"{7bed7acb-9053-4120-a511-0fc43a4d229f=100, 30521d3f-da7c-4720-8227-9f9bbd79e9b7=100, 258da659-b5ca-41d7-b721-7a905de5742b=100, a89a8df9-5156-45c2-a05c-44163d6b0a5f=91, 1c08a7e4-5e68-4ad0-9c25-66ecaf04f482=100, 91d314d6-e2f6-464d-a313-f352dd20e8c0=100}"
139.0,"{7bed7acb-9053-4120-a511-0fc43a4d229f=100, 30521d3f-da7c-4720-8227-9f9bbd79e9b7=100, 258da659-b5ca-41d7-b721-7a905de5742b=100, a89a8df9-5156-45c2-a05c-44163d6b0a5f=91, 1c08a7e4-5e68-4ad0-9c25-66ecaf04f482=100, 91d314d6-e2f6-464d-a313-f352dd20e8c0=100}"
140.0,"{7bed7acb-9053-4120-a511-0fc43a4d229f=100, 30521d3f-da7c-4720-8227-9f9bbd79e9b7=100, 258da659-b5ca-41d7-b721-7a905de5742b=100, a89a8df9-5156-45c2-a05c-44163d6b0a5f=91, 1c08a7e4-5e68-4ad0-9c25-66ecaf04f482=100, 91d314d6-e2f6-464d-a313-f352dd20e8c0=100}"
141.0,"{7bed7acb-9053-4120-a511-0fc43a4d229f=100, 30521d3f-da7c-4720-8227-9f9bbd79e9b7=100, 258da659-b5ca-41d7-b721-7a905de5742b=100, a89a8df9-5156-45c2-a05c-44163d6b0a5f=91, 1c08a7e4-5e68-4ad0-9c25-66ecaf04f482=100, 91d314d6-e2f6-464d-a313-f352dd20e8c0=100}"
